"lt_desc";"year";"date_ref";"sex";"age";"mx";"qx";"ax";"lx";"dx";"Lx";"Sx";"Tx";"ex"
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"f";97;0.146454;0.136461;0.5;0.129341;0.01765;0.120516;0.867864;0.678666;5.247109
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"f";98;0.156252;0.144929;0.5;0.111691;0.016187;0.103597;0.859615;0.55815;4.997272
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"f";99;0.166577;0.15377;0.5;0.095504;0.014686;0.088161;0.850996;0.454553;4.75953
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"f";100;0.220578;1;4.533537;0.080818;0.080818;0.366392;0.806049;0.366392;4.533537
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";0;0.01857;0.018269;0.112235;1;0.018269;0.983782;0.983782;72.354253;72.354253
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";1;0.001689;0.001688;0.5;0.981731;0.001657;0.980903;0.997074;71.370471;72.698567
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";2;0.001106;0.001105;0.5;0.980074;0.001083;0.979533;0.998603;70.389568;71.820643
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";3;0.000721;0.00072;0.5;0.978991;0.000705;0.978639;0.999087;69.410035;70.899548
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";4;0.000577;0.000577;0.5;0.978286;0.000564;0.978004;0.999351;68.431397;69.950294
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";5;0.00064;0.00064;0.5;0.977722;0.000625;0.977409;0.999392;67.453393;68.990374
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";6;0.000557;0.000557;0.5;0.977096;0.000544;0.976824;0.999402;66.475984;68.034213
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";7;0.00052;0.000519;0.5;0.976552;0.000507;0.976298;0.999462;65.499159;67.071854
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";8;0.00051;0.00051;0.5;0.976045;0.000498;0.975796;0.999485;64.522861;66.106454
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";9;0.000498;0.000497;0.5;0.975547;0.000485;0.975304;0.999496;63.547065;65.13994
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";10;0.00052;0.000519;0.5;0.975062;0.000507;0.974808;0.999492;62.571761;64.17211
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";11;0.000537;0.000537;0.5;0.974555;0.000523;0.974293;0.999472;61.596952;63.205202
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";12;0.000559;0.000559;0.5;0.974032;0.000544;0.97376;0.999452;60.622659;62.238898
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";13;0.000663;0.000662;0.5;0.973488;0.000645;0.973165;0.99939;59.648899;61.273402
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";14;0.000771;0.000771;0.5;0.972843;0.00075;0.972468;0.999283;58.675734;60.313684
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";15;0.001046;0.001045;0.5;0.972093;0.001016;0.971585;0.999092;57.703266;59.359832
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";16;0.001354;0.001353;0.5;0.971077;0.001314;0.97042;0.998801;56.731682;58.421415
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";17;0.001707;0.001706;0.5;0.969763;0.001654;0.968936;0.998471;55.761262;57.499881
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";18;0.002071;0.002069;0.5;0.968109;0.002003;0.967107;0.998113;54.792326;56.597286
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";19;0.002366;0.002363;0.5;0.966106;0.002283;0.964964;0.997784;53.825218;55.713591
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";20;0.002704;0.002701;0.5;0.963822;0.002603;0.962521;0.997468;52.860254;54.844387
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";21;0.002853;0.002849;0.5;0.96122;0.002739;0.95985;0.997225;51.897733;53.991551
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";22;0.003021;0.003016;0.5;0.958481;0.002891;0.957035;0.997067;50.937883;53.144404
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";23;0.003095;0.00309;0.5;0.95559;0.002953;0.954113;0.996947;49.980848;52.303664
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";24;0.003164;0.003159;0.5;0.952637;0.003009;0.951132;0.996876;49.026735;51.464245
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";25;0.003302;0.003297;0.5;0.949628;0.003131;0.948062;0.996772;48.075602;50.625743
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";26;0.003442;0.003436;0.5;0.946497;0.003252;0.94487;0.996634;47.12754;49.791556
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";27;0.00357;0.003564;0.5;0.943244;0.003361;0.941564;0.9965;46.18267;48.961515
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";28;0.003598;0.003591;0.5;0.939883;0.003375;0.938195;0.996423;45.241106;48.134829
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";29;0.003563;0.003556;0.5;0.936508;0.00333;0.934842;0.996426;44.302911;47.306519
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";30;0.003612;0.003605;0.5;0.933177;0.003364;0.931495;0.996419;43.368069;46.473568
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";31;0.003564;0.003558;0.5;0.929813;0.003308;0.928159;0.996418;42.436574;45.639909
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";32;0.003605;0.003598;0.5;0.926505;0.003334;0.924838;0.996422;41.508415;44.801084
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";33;0.003521;0.003515;0.5;0.923171;0.003245;0.921548;0.996443;40.583577;43.961071
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";34;0.003466;0.00346;0.5;0.919926;0.003183;0.918335;0.996513;39.662029;43.114368
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";35;0.003422;0.003416;0.5;0.916743;0.003132;0.915178;0.996562;38.743694;42.262308
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";36;0.003491;0.003485;0.5;0.913612;0.003184;0.91202;0.996549;37.828517;41.40547
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";37;0.003533;0.003527;0.5;0.910428;0.003211;0.908822;0.996494;36.916497;40.548528
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";38;0.003505;0.003499;0.5;0.907216;0.003174;0.905629;0.996487;36.007675;39.690284
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";39;0.003487;0.003481;0.5;0.904042;0.003147;0.902469;0.99651;35.102046;38.827874
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";40;0.003775;0.003768;0.5;0.900895;0.003394;0.899198;0.996376;34.199577;37.961758
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";41;0.00407;0.004062;0.5;0.897501;0.003646;0.895678;0.996085;33.300378;37.103432
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";42;0.004334;0.004325;0.5;0.893856;0.003866;0.891923;0.995807;32.4047;36.252727
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";43;0.00444;0.00443;0.5;0.88999;0.003943;0.888018;0.995622;31.512777;35.408033
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";44;0.004554;0.004543;0.5;0.886047;0.004026;0.884034;0.995513;30.624759;34.563371
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";45;0.004685;0.004674;0.5;0.882021;0.004122;0.87996;0.995392;29.740726;33.718844
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";46;0.004796;0.004784;0.5;0.877899;0.0042;0.875799;0.995271;28.860766;32.874825
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";47;0.004973;0.00496;0.5;0.873699;0.004334;0.871532;0.995128;27.984967;32.030457
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";48;0.005414;0.005399;0.5;0.869365;0.004694;0.867018;0.994821;27.113435;31.187635
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";49;0.005682;0.005665;0.5;0.864671;0.004899;0.862222;0.994468;26.246417;30.354227
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";50;0.006344;0.006324;0.5;0.859772;0.005437;0.857054;0.994006;25.384196;29.524328
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";51;0.006813;0.00679;0.5;0.854335;0.005801;0.851435;0.993444;24.527142;28.709049
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";52;0.007345;0.007318;0.5;0.848534;0.00621;0.845429;0.992947;23.675708;27.901892
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";53;0.007858;0.007827;0.5;0.842324;0.006593;0.839028;0.992428;22.830278;27.103901
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";54;0.008109;0.008076;0.5;0.835731;0.006749;0.832357;0.992049;21.991251;26.313776
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";55;0.008565;0.008528;0.5;0.828982;0.00707;0.825447;0.991699;21.158894;25.52394
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";56;0.008829;0.00879;0.5;0.821913;0.007225;0.8183;0.991341;20.333446;24.739186
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";57;0.009435;0.009391;0.5;0.814688;0.007651;0.810862;0.990911;19.515146;23.954149
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";58;0.01044;0.010385;0.5;0.807037;0.008381;0.802846;0.990114;18.704284;23.176497
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";59;0.010968;0.010908;0.5;0.798655;0.008712;0.7943;0.989355;17.901438;22.414471
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";60;0.012064;0.011992;0.5;0.789944;0.009473;0.785208;0.988553;17.107138;21.656144
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";61;0.012947;0.012864;0.5;0.780471;0.01004;0.775451;0.987575;16.321931;20.91292
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";62;0.014204;0.014104;0.5;0.770431;0.010866;0.764998;0.98652;15.54648;20.178932
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";63;0.015063;0.01495;0.5;0.759565;0.011356;0.753888;0.985476;14.781481;19.460446
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";64;0.015304;0.015188;0.5;0.74821;0.011363;0.742528;0.984932;14.027594;18.748213
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";65;0.016254;0.016123;0.5;0.736846;0.01188;0.730906;0.984348;13.285066;18.029633
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";66;0.017578;0.017425;0.5;0.724966;0.012632;0.71865;0.983231;12.55416;17.316897
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";67;0.019514;0.019326;0.5;0.712334;0.013766;0.70545;0.981633;11.83551;16.615124
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";68;0.021669;0.021437;0.5;0.698567;0.014975;0.691079;0.979629;11.13006;15.932699
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";69;0.022116;0.021874;0.5;0.683592;0.014953;0.676115;0.978347;10.43898;15.270779
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";70;0.026145;0.025808;0.5;0.668639;0.017256;0.660011;0.976181;9.762865;14.601104
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";71;0.028577;0.028174;0.5;0.651383;0.018352;0.642207;0.973024;9.102854;13.974666
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";72;0.033512;0.03296;0.5;0.633031;0.020864;0.622598;0.969467;8.460648;13.365307
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";73;0.035329;0.034716;0.5;0.612166;0.021252;0.60154;0.966177;7.838049;12.803796
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";74;0.038528;0.0378;0.5;0.590914;0.022337;0.579746;0.963769;7.236509;12.246297
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";75;0.040459;0.039657;0.5;0.568577;0.022548;0.557303;0.961289;6.656764;11.707753
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";76;0.043978;0.043032;0.5;0.546029;0.023497;0.534281;0.95869;6.09946;11.170572
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";77;0.047788;0.046673;0.5;0.522533;0.024388;0.510339;0.955188;5.565179;10.650396
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";78;0.05191;0.050597;0.5;0.498144;0.025205;0.485542;0.951412;5.054841;10.147339
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";79;0.056367;0.054822;0.5;0.47294;0.025927;0.459976;0.947346;4.569299;9.661478
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";80;0.061181;0.059365;0.5;0.447013;0.026537;0.433744;0.942971;4.109322;9.192855
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";81;0.066378;0.064245;0.5;0.420476;0.027014;0.406969;0.938269;3.675578;8.741475
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";82;0.071982;0.069481;0.5;0.393462;0.027338;0.379793;0.933224;3.268609;8.307304
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";83;0.07802;0.07509;0.5;0.366124;0.027492;0.352378;0.927815;2.888816;7.89027
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";84;0.084518;0.081091;0.5;0.338631;0.02746;0.324901;0.922026;2.536439;7.490263
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";85;0.091504;0.0875;0.5;0.311171;0.027228;0.297558;0.91584;2.211537;7.107133
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";86;0.099004;0.094334;0.5;0.283944;0.026786;0.270551;0.909239;1.913979;6.740696
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";87;0.107047;0.101609;0.5;0.257158;0.02613;0.244093;0.902208;1.643428;6.39073
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";88;0.11566;0.109337;0.5;0.231029;0.02526;0.218399;0.894734;1.399335;6.056977
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";89;0.124868;0.117531;0.5;0.205769;0.024184;0.193677;0.886803;1.180936;5.739145
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";90;0.134699;0.126199;0.5;0.181585;0.022916;0.170127;0.878406;0.98726;5.436914
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";91;0.145174;0.135349;0.5;0.158669;0.021476;0.147931;0.869534;0.817133;5.14993
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";92;0.156317;0.144985;0.5;0.137193;0.019891;0.127248;0.860182;0.669202;4.877815
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";93;0.168147;0.155107;0.5;0.117302;0.018194;0.108205;0.850349;0.541955;4.620163
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";94;0.180681;0.165711;0.5;0.099108;0.016423;0.090896;0.840037;0.43375;4.37655
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";95;0.193931;0.176789;0.5;0.082684;0.014618;0.075376;0.829251;0.342854;4.14653
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";96;0.207907;0.188329;0.5;0.068067;0.012819;0.061657;0.818;0.267478;3.929641
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";97;0.222611;0.200315;0.5;0.055248;0.011067;0.049714;0.806301;0.205821;3.725409
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";98;0.238043;0.212724;0.5;0.044181;0.009398;0.039482;0.794171;0.156106;3.533348
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";99;0.254194;0.22553;0.5;0.034783;0.007845;0.03086;0.781635;0.116625;3.352967
"TABMORT EEVV Censos (con ajuste)";2010;2010.5;"m";100;0.314093;1;3.183767;0.026938;0.026938;0.085764;0.735388;0.085764;3.183767
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";0;0.013056;0.012908;0.123238;1;0.012908;0.988683;0.988683;74.631464;74.631464
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";1;0.00108;0.00108;0.5;0.987092;0.001066;0.986559;0.997852;73.642782;74.60579
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";2;0.000554;0.000554;0.5;0.986026;0.000546;0.985753;0.999183;72.656222;73.685888
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";3;0.000377;0.000377;0.5;0.98548;0.000371;0.985295;0.999535;71.670469;72.726454
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";4;0.000388;0.000387;0.5;0.985109;0.000382;0.984918;0.999618;70.685175;71.753659
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";5;0.00037;0.00037;0.5;0.984727;0.000364;0.984545;0.999621;69.700257;70.781279
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";6;0.000315;0.000315;0.5;0.984363;0.00031;0.984208;0.999658;68.715712;69.807293
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";7;0.000332;0.000332;0.5;0.984053;0.000327;0.98389;0.999677;67.731504;68.82913
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";8;0.000362;0.000361;0.5;0.983726;0.000356;0.983548;0.999653;66.747614;67.851816
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";9;0.000346;0.000346;0.5;0.983371;0.00034;0.983201;0.999647;65.764066;66.87617
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";10;0.000356;0.000356;0.5;0.983031;0.00035;0.982856;0.999649;64.780865;65.899113
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";11;0.000339;0.000338;0.5;0.982681;0.000333;0.982515;0.999653;63.798009;64.922373
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";12;0.000402;0.000402;0.5;0.982349;0.000395;0.982152;0.99963;62.815494;63.944186
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";13;0.000441;0.00044;0.5;0.981954;0.000433;0.981738;0.999579;61.833342;62.969676
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";14;0.000525;0.000524;0.5;0.981522;0.000515;0.981264;0.999518;60.851604;61.997205
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";15;0.000656;0.000656;0.5;0.981007;0.000644;0.980685;0.99941;59.87034;61.029477
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";16;0.000921;0.000921;0.5;0.980363;0.000903;0.979912;0.999212;58.889655;60.069214
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";17;0.001197;0.001196;0.5;0.979461;0.001172;0.978875;0.998941;57.909743;59.124121
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";18;0.001534;0.001533;0.5;0.978289;0.0015;0.977539;0.998636;56.930868;58.194342
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";19;0.001858;0.001857;0.5;0.976789;0.001813;0.975882;0.998305;55.953329;57.28291
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";20;0.002015;0.002013;0.5;0.974976;0.001963;0.973994;0.998065;54.977447;56.388528
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";21;0.002164;0.002162;0.5;0.973013;0.002104;0.971961;0.997912;54.003452;55.501278
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";22;0.002191;0.002188;0.5;0.970909;0.002124;0.969847;0.997825;53.031491;54.620442
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";23;0.002301;0.002299;0.5;0.968785;0.002227;0.967671;0.997757;52.061644;53.739123
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";24;0.002405;0.002402;0.5;0.966558;0.002322;0.965397;0.99765;51.093973;52.861786
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";25;0.002542;0.002539;0.5;0.964236;0.002448;0.963012;0.997529;50.128576;51.987868
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";26;0.002696;0.002692;0.5;0.961788;0.00259;0.960493;0.997384;49.165564;51.118936
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";27;0.00262;0.002617;0.5;0.959198;0.00251;0.957943;0.997345;48.205071;50.255595
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";28;0.002596;0.002593;0.5;0.956688;0.00248;0.955448;0.997395;47.247128;49.386126
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";29;0.002622;0.002619;0.5;0.954208;0.002499;0.952958;0.997394;46.29168;48.513198
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";30;0.002766;0.002762;0.5;0.951709;0.002629;0.950395;0.99731;45.338721;47.639268
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";31;0.002754;0.00275;0.5;0.94908;0.00261;0.947776;0.997244;44.388327;46.769823
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";32;0.002728;0.002724;0.5;0.946471;0.002578;0.945181;0.997263;43.440551;45.897413
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";33;0.002706;0.002702;0.5;0.943892;0.002551;0.942617;0.997287;42.49537;45.021418
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";34;0.002731;0.002728;0.5;0.941342;0.002568;0.940058;0.997285;41.552753;44.142056
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";35;0.002815;0.002811;0.5;0.938774;0.002639;0.937455;0.997231;40.612695;43.261416
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";36;0.002833;0.002829;0.5;0.936135;0.002648;0.934811;0.99718;39.67524;42.381948
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";37;0.00297;0.002966;0.5;0.933487;0.002768;0.932103;0.997103;38.740429;41.500768
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";38;0.002944;0.002939;0.5;0.930719;0.002736;0.929351;0.997047;37.808326;40.622725
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";39;0.003074;0.003069;0.5;0.927983;0.002848;0.926559;0.996996;36.878975;39.74101
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";40;0.003165;0.00316;0.5;0.925135;0.002923;0.923673;0.996885;35.952417;38.861819
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";41;0.003413;0.003407;0.5;0.922211;0.003142;0.92064;0.996717;35.028744;37.983428
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";42;0.00348;0.003474;0.5;0.919069;0.003193;0.917473;0.99656;34.108104;37.111579
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";43;0.003506;0.0035;0.5;0.915876;0.003206;0.914274;0.996513;33.190631;36.239206
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";44;0.00357;0.003564;0.5;0.912671;0.003253;0.911044;0.996468;32.276357;35.364734
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";45;0.003794;0.003787;0.5;0.909418;0.003444;0.907696;0.996325;31.365313;34.489434
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";46;0.004018;0.00401;0.5;0.905974;0.003633;0.904158;0.996102;30.457617;33.618638
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";47;0.004335;0.004326;0.5;0.902341;0.003903;0.90039;0.995832;29.553459;32.751979
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";48;0.004592;0.004581;0.5;0.898438;0.004116;0.89638;0.995547;28.65307;31.8921
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";49;0.004917;0.004905;0.5;0.894322;0.004387;0.892128;0.995257;27.75669;31.036583
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";50;0.005006;0.004993;0.5;0.889935;0.004443;0.887713;0.995051;26.864562;30.187106
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";51;0.005257;0.005243;0.5;0.885491;0.004642;0.88317;0.994882;25.976848;29.336079
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";52;0.005743;0.005726;0.5;0.880849;0.005044;0.878327;0.994516;25.093678;28.488058
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";53;0.006325;0.006305;0.5;0.875805;0.005522;0.873044;0.993985;24.215351;27.649253
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";54;0.00705;0.007025;0.5;0.870283;0.006114;0.867226;0.993336;23.342307;26.821519
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";55;0.007398;0.007371;0.5;0.864169;0.006369;0.860984;0.992803;22.475081;26.007735
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";56;0.007991;0.007959;0.5;0.8578;0.006828;0.854386;0.992336;21.614097;25.197138
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";57;0.008288;0.008254;0.5;0.850972;0.007024;0.84746;0.991894;20.759711;24.395289
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";58;0.009362;0.009318;0.5;0.843949;0.007864;0.840016;0.991216;19.912251;23.594151
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";59;0.009986;0.009937;0.5;0.836084;0.008308;0.83193;0.990374;19.072234;22.811374
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";60;0.011021;0.01096;0.5;0.827776;0.009073;0.82324;0.989554;18.240304;22.035301
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";61;0.011531;0.011465;0.5;0.818704;0.009386;0.814011;0.988789;17.417064;21.273946
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";62;0.012944;0.01286;0.5;0.809318;0.010408;0.804114;0.987842;16.603053;20.514872
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";63;0.014341;0.014238;0.5;0.79891;0.011375;0.793222;0.986455;15.798939;19.775625
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";64;0.01598;0.015853;0.5;0.787534;0.012485;0.781292;0.98496;15.005717;19.054045
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";65;0.017394;0.017245;0.5;0.77505;0.013365;0.768367;0.983457;14.224425;18.35292
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";66;0.018051;0.01789;0.5;0.761684;0.013626;0.754871;0.982436;13.456058;17.666187
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";67;0.01934;0.019155;0.5;0.748058;0.014329;0.740894;0.981483;12.701186;16.978876
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";68;0.020763;0.020549;0.5;0.733729;0.015078;0.72619;0.980155;11.960293;16.300693
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";69;0.022969;0.022709;0.5;0.718652;0.01632;0.710492;0.978382;11.234103;15.632197
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";70;0.024879;0.024573;0.5;0.702332;0.017258;0.693703;0.97637;10.523611;14.983814
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";71;0.02719;0.026825;0.5;0.685074;0.018377;0.675885;0.974315;9.829908;14.348691
"TABMORT EEVV Censos (con ajuste)";2019;2019.5;"m";72;0.029336;0.028912;0.5;0.666696;0.019275;0.657059;0.972146;9.154023;13.730422
